mass,value,walk_type,metric,dc_scaling,source,upper,lower,predicted_value
1000.0,147612.3065,CRW,MFCT,Half,Raw,,,
1000.0,148437.799,CRW,MFCT,Half,Raw,,,
1000.0,150104.3769,CRW,MFCT,Half,Raw,,,
1000.0,152054.3317,CRW,MFCT,Half,Raw,,,
1000.0,163109.3015,CRW,MFCT,Half,Raw,,,
1000.0,142530.8392,CRW,MFCT,Half,Raw,,,
1000.0,158982.6683,CRW,MFCT,Half,Raw,,,
1000.0,151857.7437,CRW,MFCT,Half,Raw,,,
1000.0,160567.3668,CRW,MFCT,Half,Raw,,,
1000.0,164226.8894,CRW,MFCT,Half,Raw,,,
1000.0,179709.8844,CRW,MFCT,Half,Raw,,,
1000.0,165901.6985,CRW,MFCT,Half,Raw,,,
1000.0,153687.3618,CRW,MFCT,Half,Raw,,,
1000.0,168015.8593,CRW,MFCT,Half,Raw,,,
1000.0,150138.3668,CRW,MFCT,Half,Raw,,,
1000.0,142788.0302,CRW,MFCT,Half,Raw,,,
1000.0,161564.3417,CRW,MFCT,Half,Raw,,,
1000.0,148799.1156,CRW,MFCT,Half,Raw,,,
1000.0,165131.0955,CRW,MFCT,Half,Raw,,,
1000.0,144761.794,CRW,MFCT,Half,Raw,,,
1000.0,169361.5025,CRW,MFCT,Half,Raw,,,
1000.0,187250.7588,CRW,MFCT,Half,Raw,,,
1000.0,169563.3819,CRW,MFCT,Half,Raw,,,
1000.0,139601.8392,CRW,MFCT,Half,Raw,,,
1000.0,156307.0,CRW,MFCT,Half,Raw,,,
1000.0,146291.7085,CRW,MFCT,Half,Raw,,,
1000.0,177042.1558,CRW,MFCT,Half,Raw,,,
1000.0,157888.7487,CRW,MFCT,Half,Raw,,,
1000.0,139209.7839,CRW,MFCT,Half,Raw,,,
1000.0,145347.8191,CRW,MFCT,Half,Raw,,,
1000.0,158235.9849,CRW,MFCT,Half,Raw,,,
1000.0,135483.9598,CRW,MFCT,Half,Raw,,,
1000.0,139116.2211,CRW,MFCT,Half,Raw,,,
1000.0,158042.3417,CRW,MFCT,Half,Raw,,,
1000.0,149827.7035,CRW,MFCT,Half,Raw,,,
1000.0,147392.8291,CRW,MFCT,Half,Raw,,,
1000.0,152679.7487,CRW,MFCT,Half,Raw,,,
1000.0,156526.6683,CRW,MFCT,Half,Raw,,,
1000.0,144488.6382,CRW,MFCT,Half,Raw,,,
1000.0,136815.201,CRW,MFCT,Half,Raw,,,
1000.0,154919.0251,CRW,MFCT,Half,Raw,,,
1000.0,158642.9296,CRW,MFCT,Half,Raw,,,
1000.0,176451.799,CRW,MFCT,Half,Raw,,,
1000.0,159066.1407,CRW,MFCT,Half,Raw,,,
1000.0,148519.9447,CRW,MFCT,Half,Raw,,,
1000.0,162967.3719,CRW,MFCT,Half,Raw,,,
1000.0,144640.2965,CRW,MFCT,Half,Raw,,,
1000.0,163243.9598,CRW,MFCT,Half,Raw,,,
1000.0,153234.8844,CRW,MFCT,Half,Raw,,,
1000.0,150942.5226,CRW,MFCT,Half,Raw,,,
1000.0,158403.6382,CRW,MFCT,Half,Raw,,,
1000.0,139888.4673,CRW,MFCT,Half,Raw,,,
1000.0,151609.6332,CRW,MFCT,Half,Raw,,,
1000.0,145646.6935,CRW,MFCT,Half,Raw,,,
1000.0,169010.1658,CRW,MFCT,Half,Raw,,,
1000.0,165149.1407,CRW,MFCT,Half,Raw,,,
1000.0,161160.2563,CRW,MFCT,Half,Raw,,,
10000.0,203424.8746,CRW,MFCT,Half,Raw,,,
10000.0,184761.1238,CRW,MFCT,Half,Raw,,,
10000.0,199225.8762,CRW,MFCT,Half,Raw,,,
10000.0,259888.8127,CRW,MFCT,Half,Raw,,,
10000.0,230294.5714,CRW,MFCT,Half,Raw,,,
10000.0,199434.4333,CRW,MFCT,Half,Raw,,,
10000.0,255541.0778,CRW,MFCT,Half,Raw,,,
10000.0,246130.7063,CRW,MFCT,Half,Raw,,,
10000.0,251611.6841,CRW,MFCT,Half,Raw,,,
10000.0,170746.5444,CRW,MFCT,Half,Raw,,,
10000.0,245662.8857,CRW,MFCT,Half,Raw,,,
10000.0,256196.627,CRW,MFCT,Half,Raw,,,
10000.0,154873.8254,CRW,MFCT,Half,Raw,,,
10000.0,223929.9952,CRW,MFCT,Half,Raw,,,
10000.0,260484.6937,CRW,MFCT,Half,Raw,,,
10000.0,262522.2,CRW,MFCT,Half,Raw,,,
10000.0,254736.081,CRW,MFCT,Half,Raw,,,
10000.0,186190.754,CRW,MFCT,Half,Raw,,,
10000.0,166656.6746,CRW,MFCT,Half,Raw,,,
10000.0,240713.3,CRW,MFCT,Half,Raw,,,
10000.0,218861.6677,CRW,MFCT,Half,Raw,,,
10000.0,217744.7631,CRW,MFCT,Half,Raw,,,
10000.0,199563.8712,CRW,MFCT,Half,Raw,,,
10000.0,196823.3323,CRW,MFCT,Half,Raw,,,
10000.0,192826.3021,CRW,MFCT,Half,Raw,,,
10000.0,218153.275,CRW,MFCT,Half,Raw,,,
10000.0,201081.4436,CRW,MFCT,Half,Raw,,,
10000.0,194516.8347,CRW,MFCT,Half,Raw,,,
10000.0,208075.5962,CRW,MFCT,Half,Raw,,,
10000.0,201842.5405,CRW,MFCT,Half,Raw,,,
10000.0,194867.6296,CRW,MFCT,Half,Raw,,,
10000.0,196283.4754,CRW,MFCT,Half,Raw,,,
10000.0,191505.2464,CRW,MFCT,Half,Raw,,,
10000.0,209921.8156,CRW,MFCT,Half,Raw,,,
10000.0,205885.2655,CRW,MFCT,Half,Raw,,,
10000.0,181645.7917,CRW,MFCT,Half,Raw,,,
10000.0,212502.0207,CRW,MFCT,Half,Raw,,,
10000.0,200601.7504,CRW,MFCT,Half,Raw,,,
10000.0,195930.4579,CRW,MFCT,Half,Raw,,,
10000.0,215071.089,CRW,MFCT,Half,Raw,,,
10000.0,207227.4277,CRW,MFCT,Half,Raw,,,
10000.0,216550.8474,CRW,MFCT,Half,Raw,,,
10000.0,201069.0763,CRW,MFCT,Half,Raw,,,
10000.0,204586.9253,CRW,MFCT,Half,Raw,,,
10000.0,210431.717,CRW,MFCT,Half,Raw,,,
10000.0,201643.0413,CRW,MFCT,Half,Raw,,,
10000.0,211656.5517,CRW,MFCT,Half,Raw,,,
10000.0,193245.2019,CRW,MFCT,Half,Raw,,,
10000.0,199176.0922,CRW,MFCT,Half,Raw,,,
10000.0,203669.4197,CRW,MFCT,Half,Raw,,,
10000.0,204030.682,CRW,MFCT,Half,Raw,,,
10000.0,212300.0668,CRW,MFCT,Half,Raw,,,
10000.0,196338.2401,CRW,MFCT,Half,Raw,,,
10000.0,191222.4293,CRW,MFCT,Half,Raw,,,
10000.0,197573.5564,CRW,MFCT,Half,Raw,,,
10000.0,195823.2305,CRW,MFCT,Half,Raw,,,
10000.0,204439.3355,CRW,MFCT,Half,Raw,,,
10000.0,197837.8617,CRW,MFCT,Half,Raw,,,
10000.0,211151.4913,CRW,MFCT,Half,Raw,,,
10000.0,197328.3132,CRW,MFCT,Half,Raw,,,
10000.0,219579.2273,CRW,MFCT,Half,Raw,,,
10000.0,209869.5024,CRW,MFCT,Half,Raw,,,
10000.0,192745.3847,CRW,MFCT,Half,Raw,,,
10000.0,213545.4642,CRW,MFCT,Half,Raw,,,
10000.0,202524.027,CRW,MFCT,Half,Raw,,,
10000.0,196576.0302,CRW,MFCT,Half,Raw,,,
10000.0,194580.8521,CRW,MFCT,Half,Raw,,,
10000.0,210543.5819,CRW,MFCT,Half,Raw,,,
10000.0,195250.0906,CRW,MFCT,Half,Raw,,,
10000.0,194996.7091,CRW,MFCT,Half,Raw,,,
10000.0,198819.0859,CRW,MFCT,Half,Raw,,,
10000.0,204305.6264,CRW,MFCT,Half,Raw,,,
10000.0,210514.8442,CRW,MFCT,Half,Raw,,,
10000.0,214771.531,CRW,MFCT,Half,Raw,,,
10000.0,184440.9396,CRW,MFCT,Half,Raw,,,
10000.0,203898.9348,CRW,MFCT,Half,Raw,,,
10000.0,203102.1924,CRW,MFCT,Half,Raw,,,
10000.0,192351.6391,CRW,MFCT,Half,Raw,,,
10000.0,204894.5946,CRW,MFCT,Half,Raw,,,
10000.0,206928.1542,CRW,MFCT,Half,Raw,,,
10000.0,207045.5771,CRW,MFCT,Half,Raw,,,
10000.0,190813.7075,CRW,MFCT,Half,Raw,,,
10000.0,195065.2369,CRW,MFCT,Half,Raw,,,
10000.0,191310.4658,CRW,MFCT,Half,Raw,,,
10000.0,208165.7822,CRW,MFCT,Half,Raw,,,
10000.0,201905.0143,CRW,MFCT,Half,Raw,,,
10000.0,210703.1113,CRW,MFCT,Half,Raw,,,
10000.0,211796.213,CRW,MFCT,Half,Raw,,,
10000.0,194071.655,CRW,MFCT,Half,Raw,,,
10000.0,196681.4642,CRW,MFCT,Half,Raw,,,
10000.0,191078.7122,CRW,MFCT,Half,Raw,,,
10000.0,200371.3021,CRW,MFCT,Half,Raw,,,
10000.0,211683.9126,CRW,MFCT,Half,Raw,,,
10000.0,200117.8251,CRW,MFCT,Half,Raw,,,
10000.0,211191.8553,CRW,MFCT,Half,Raw,,,
10000.0,209091.1638,CRW,MFCT,Half,Raw,,,
10000.0,188639.2814,CRW,MFCT,Half,Raw,,,
10000.0,207576.6614,CRW,MFCT,Half,Raw,,,
10000.0,207018.9062,CRW,MFCT,Half,Raw,,,
10000.0,201025.8983,CRW,MFCT,Half,Raw,,,
100000.0,251484.2685,CRW,MFCT,Half,Raw,,,
100000.0,250422.721,CRW,MFCT,Half,Raw,,,
100000.0,256874.1242,CRW,MFCT,Half,Raw,,,
100000.0,249018.8416,CRW,MFCT,Half,Raw,,,
100000.0,258147.3575,CRW,MFCT,Half,Raw,,,
100000.0,254606.0543,CRW,MFCT,Half,Raw,,,
100000.0,251007.6576,CRW,MFCT,Half,Raw,,,
100000.0,252622.8537,CRW,MFCT,Half,Raw,,,
100000.0,259524.3731,CRW,MFCT,Half,Raw,,,
100000.0,243760.8049,CRW,MFCT,Half,Raw,,,
100000.0,268430.0473,CRW,MFCT,Half,Raw,,,
100000.0,249574.4495,CRW,MFCT,Half,Raw,,,
100000.0,250688.7929,CRW,MFCT,Half,Raw,,,
100000.0,260384.4213,CRW,MFCT,Half,Raw,,,
100000.0,270432.7567,CRW,MFCT,Half,Raw,,,
100000.0,274564.64,CRW,MFCT,Half,Raw,,,
100000.0,259056.6239,CRW,MFCT,Half,Raw,,,
100000.0,245751.1297,CRW,MFCT,Half,Raw,,,
100000.0,245065.3635,CRW,MFCT,Half,Raw,,,
100000.0,247805.0196,CRW,MFCT,Half,Raw,,,
100000.0,260012.9703,CRW,MFCT,Half,Raw,,,
100000.0,251555.4635,CRW,MFCT,Half,Raw,,,
100000.0,262213.0478,CRW,MFCT,Half,Raw,,,
100000.0,264210.9276,CRW,MFCT,Half,Raw,,,
100000.0,257497.5953,CRW,MFCT,Half,Raw,,,
100000.0,254462.4796,CRW,MFCT,Half,Raw,,,
100000.0,255161.639,CRW,MFCT,Half,Raw,,,
100000.0,256328.2841,CRW,MFCT,Half,Raw,,,
100000.0,256445.8321,CRW,MFCT,Half,Raw,,,
100000.0,246849.2574,CRW,MFCT,Half,Raw,,,
100000.0,248861.912,CRW,MFCT,Half,Raw,,,
100000.0,258476.4932,CRW,MFCT,Half,Raw,,,
100000.0,262231.3157,CRW,MFCT,Half,Raw,,,
100000.0,256868.3444,CRW,MFCT,Half,Raw,,,
100000.0,250853.1222,CRW,MFCT,Half,Raw,,,
100000.0,192099.7863,CRW,MFCT,Half,Raw,,,
100000.0,392568.8039,CRW,MFCT,Half,Raw,,,
100000.0,378327.3022,CRW,MFCT,Half,Raw,,,
100000.0,372969.9824,CRW,MFCT,Half,Raw,,,
100000.0,358004.3152,CRW,MFCT,Half,Raw,,,
100000.0,252296.8889,CRW,MFCT,Half,Raw,,,
100000.0,250100.6853,CRW,MFCT,Half,Raw,,,
100000.0,253237.9864,CRW,MFCT,Half,Raw,,,
100000.0,258431.7164,CRW,MFCT,Half,Raw,,,
100000.0,256673.9754,CRW,MFCT,Half,Raw,,,
100000.0,260705.5314,CRW,MFCT,Half,Raw,,,
100000.0,252415.3836,CRW,MFCT,Half,Raw,,,
100000.0,262833.36,CRW,MFCT,Half,Raw,,,
100000.0,252686.2353,CRW,MFCT,Half,Raw,,,
100000.0,247639.1865,CRW,MFCT,Half,Raw,,,
100000.0,341127.7788,CRW,MFCT,Half,Raw,,,
100000.0,325430.3389,CRW,MFCT,Half,Raw,,,
100000.0,320696.1433,CRW,MFCT,Half,Raw,,,
100000.0,323485.2086,CRW,MFCT,Half,Raw,,,
100000.0,318753.6013,CRW,MFCT,Half,Raw,,,
100000.0,304904.7768,CRW,MFCT,Half,Raw,,,
100000.0,262057.4439,CRW,MFCT,Half,Raw,,,
100000.0,254604.8708,CRW,MFCT,Half,Raw,,,
100000.0,240733.6571,CRW,MFCT,Half,Raw,,,
100000.0,248728.5249,CRW,MFCT,Half,Raw,,,
100000.0,253287.9045,CRW,MFCT,Half,Raw,,,
100000.0,251767.5259,CRW,MFCT,Half,Raw,,,
100000.0,244159.6461,CRW,MFCT,Half,Raw,,,
100000.0,246776.2358,CRW,MFCT,Half,Raw,,,
100000.0,245770.9477,CRW,MFCT,Half,Raw,,,
100000.0,254876.3389,CRW,MFCT,Half,Raw,,,
100000.0,248007.0121,CRW,MFCT,Half,Raw,,,
100000.0,248635.7421,CRW,MFCT,Half,Raw,,,
100000.0,245347.9693,CRW,MFCT,Half,Raw,,,
100000.0,260673.903,CRW,MFCT,Half,Raw,,,
100000.0,256981.9251,CRW,MFCT,Half,Raw,,,
100000.0,255316.908,CRW,MFCT,Half,Raw,,,
100000.0,258117.5103,CRW,MFCT,Half,Raw,,,
100000.0,243686.008,CRW,MFCT,Half,Raw,,,
100000.0,250530.2514,CRW,MFCT,Half,Raw,,,
100000.0,249651.9397,CRW,MFCT,Half,Raw,,,
100000.0,253660.6591,CRW,MFCT,Half,Raw,,,
100000.0,246693.6727,CRW,MFCT,Half,Raw,,,
100000.0,255198.3298,CRW,MFCT,Half,Raw,,,
100000.0,256227.7667,CRW,MFCT,Half,Raw,,,
100000.0,257709.178,CRW,MFCT,Half,Raw,,,
100000.0,248951.1503,CRW,MFCT,Half,Raw,,,
100000.0,248402.5726,CRW,MFCT,Half,Raw,,,
100000.0,248171.2971,CRW,MFCT,Half,Raw,,,
100000.0,248466.2494,CRW,MFCT,Half,Raw,,,
100000.0,272407.6601,CRW,MFCT,Half,Raw,,,
100000.0,259068.8351,CRW,MFCT,Half,Raw,,,
100000.0,251458.3947,CRW,MFCT,Half,Raw,,,
100000.0,254582.0045,CRW,MFCT,Half,Raw,,,
100000.0,246746.3358,CRW,MFCT,Half,Raw,,,
100000.0,256808.2489,CRW,MFCT,Half,Raw,,,
100000.0,253456.6375,CRW,MFCT,Half,Raw,,,
100000.0,243263.5651,CRW,MFCT,Half,Raw,,,
100000.0,254025.9226,CRW,MFCT,Half,Raw,,,
100000.0,256058.5309,CRW,MFCT,Half,Raw,,,
100000.0,255360.4786,CRW,MFCT,Half,Raw,,,
100000.0,258193.2569,CRW,MFCT,Half,Raw,,,
100000.0,257734.0372,CRW,MFCT,Half,Raw,,,
100000.0,256277.2172,CRW,MFCT,Half,Raw,,,
100000.0,248991.2459,CRW,MFCT,Half,Raw,,,
10.0,23976.05,CRW,MFCT,Constant,Raw,,,
10.0,18910.9,CRW,MFCT,Constant,Raw,,,
10.0,15950.1,CRW,MFCT,Constant,Raw,,,
10.0,21092.0,CRW,MFCT,Constant,Raw,,,
10.0,23637.55,CRW,MFCT,Constant,Raw,,,
10.0,12524.3,CRW,MFCT,Constant,Raw,,,
10.0,29033.2,CRW,MFCT,Constant,Raw,,,
10.0,15497.55,CRW,MFCT,Constant,Raw,,,
10.0,22533.1,CRW,MFCT,Constant,Raw,,,
10.0,16906.9,CRW,MFCT,Constant,Raw,,,
10.0,19768.5,CRW,MFCT,Constant,Raw,,,
10.0,18141.9,CRW,MFCT,Constant,Raw,,,
10.0,17651.2,CRW,MFCT,Constant,Raw,,,
10.0,21280.85,CRW,MFCT,Constant,Raw,,,
10.0,31656.95,CRW,MFCT,Constant,Raw,,,
10.0,21632.35,CRW,MFCT,Constant,Raw,,,
10.0,27978.55,CRW,MFCT,Constant,Raw,,,
10.0,21273.65,CRW,MFCT,Constant,Raw,,,
10.0,12827.2,CRW,MFCT,Constant,Raw,,,
10.0,14410.6,CRW,MFCT,Constant,Raw,,,
10.0,26210.15,CRW,MFCT,Constant,Raw,,,
10.0,20907.9,CRW,MFCT,Constant,Raw,,,
10.0,11934.9,CRW,MFCT,Constant,Raw,,,
10.0,20899.8,CRW,MFCT,Constant,Raw,,,
10.0,18043.4,CRW,MFCT,Constant,Raw,,,
10.0,16250.35,CRW,MFCT,Constant,Raw,,,
10.0,25340.25,CRW,MFCT,Constant,Raw,,,
10.0,12698.75,CRW,MFCT,Constant,Raw,,,
10.0,22510.3,CRW,MFCT,Constant,Raw,,,
10.0,16332.2,CRW,MFCT,Constant,Raw,,,
10.0,24450.45,CRW,MFCT,Constant,Raw,,,
10.0,21406.65,CRW,MFCT,Constant,Raw,,,
10.0,20961.4,CRW,MFCT,Constant,Raw,,,
10.0,27776.5,CRW,MFCT,Constant,Raw,,,
10.0,16213.7,CRW,MFCT,Constant,Raw,,,
10.0,20663.5,CRW,MFCT,Constant,Raw,,,
10.0,22245.8,CRW,MFCT,Constant,Raw,,,
10.0,24445.7,CRW,MFCT,Constant,Raw,,,
10.0,23168.05,CRW,MFCT,Constant,Raw,,,
10.0,20403.2,CRW,MFCT,Constant,Raw,,,
10.0,21813.45,CRW,MFCT,Constant,Raw,,,
10.0,16217.65,CRW,MFCT,Constant,Raw,,,
10.0,16685.4,CRW,MFCT,Constant,Raw,,,
10.0,20750.25,CRW,MFCT,Constant,Raw,,,
10.0,16814.05,CRW,MFCT,Constant,Raw,,,
10.0,27505.05,CRW,MFCT,Constant,Raw,,,
10.0,24954.45,CRW,MFCT,Constant,Raw,,,
10.0,21812.55,CRW,MFCT,Constant,Raw,,,
10.0,17444.05,CRW,MFCT,Constant,Raw,,,
10.0,33522.25,CRW,MFCT,Constant,Raw,,,
10.0,29163.85,CRW,MFCT,Constant,Raw,,,
10.0,21472.45,CRW,MFCT,Constant,Raw,,,
10.0,19828.55,CRW,MFCT,Constant,Raw,,,
10.0,20330.75,CRW,MFCT,Constant,Raw,,,
10.0,21856.25,CRW,MFCT,Constant,Raw,,,
10.0,14499.7,CRW,MFCT,Constant,Raw,,,
10.0,16258.6,CRW,MFCT,Constant,Raw,,,
10.0,13621.15,CRW,MFCT,Constant,Raw,,,
10.0,22349.9,CRW,MFCT,Constant,Raw,,,
10.0,19621.65,CRW,MFCT,Constant,Raw,,,
10.0,33217.8,CRW,MFCT,Constant,Raw,,,
10.0,24347.05,CRW,MFCT,Constant,Raw,,,
10.0,22877.55,CRW,MFCT,Constant,Raw,,,
10.0,21357.15,CRW,MFCT,Constant,Raw,,,
10.0,16661.4,CRW,MFCT,Constant,Raw,,,
10.0,31985.25,CRW,MFCT,Constant,Raw,,,
10.0,18021.7,CRW,MFCT,Constant,Raw,,,
10.0,17060.8,CRW,MFCT,Constant,Raw,,,
10.0,28836.95,CRW,MFCT,Constant,Raw,,,
10.0,21979.0,CRW,MFCT,Constant,Raw,,,
10.0,17529.0,CRW,MFCT,Constant,Raw,,,
10.0,21452.35,CRW,MFCT,Constant,Raw,,,
10.0,17630.6,CRW,MFCT,Constant,Raw,,,
10.0,23593.0,CRW,MFCT,Constant,Raw,,,
10.0,16829.8,CRW,MFCT,Constant,Raw,,,
10.0,14048.45,CRW,MFCT,Constant,Raw,,,
10.0,18138.4,CRW,MFCT,Constant,Raw,,,
10.0,17571.8,CRW,MFCT,Constant,Raw,,,
10.0,22962.3,CRW,MFCT,Constant,Raw,,,
10.0,14668.75,CRW,MFCT,Constant,Raw,,,
10.0,18051.0,CRW,MFCT,Constant,Raw,,,
10.0,19776.05,CRW,MFCT,Constant,Raw,,,
10.0,19558.25,CRW,MFCT,Constant,Raw,,,
10.0,16184.8,CRW,MFCT,Constant,Raw,,,
10.0,12441.35,CRW,MFCT,Constant,Raw,,,
10.0,18068.85,CRW,MFCT,Constant,Raw,,,
10.0,19134.75,CRW,MFCT,Constant,Raw,,,
10.0,11404.15,CRW,MFCT,Constant,Raw,,,
10.0,22842.5,CRW,MFCT,Constant,Raw,,,
10.0,18978.8,CRW,MFCT,Constant,Raw,,,
10.0,24226.8,CRW,MFCT,Constant,Raw,,,
10.0,18043.6,CRW,MFCT,Constant,Raw,,,
10.0,16969.6,CRW,MFCT,Constant,Raw,,,
10.0,15403.55,CRW,MFCT,Constant,Raw,,,
10.0,23005.5,CRW,MFCT,Constant,Raw,,,
10.0,15742.95,CRW,MFCT,Constant,Raw,,,
10.0,13004.5,CRW,MFCT,Constant,Raw,,,
10.0,15613.8,CRW,MFCT,Constant,Raw,,,
10.0,22006.8,CRW,MFCT,Constant,Raw,,,
10.0,23728.0,CRW,MFCT,Constant,Raw,,,
100.0,124449.0317,CRW,MFCT,Constant,Raw,,,
100.0,118247.1746,CRW,MFCT,Constant,Raw,,,
100.0,140067.5873,CRW,MFCT,Constant,Raw,,,
100.0,141780.0952,CRW,MFCT,Constant,Raw,,,
100.0,128051.1587,CRW,MFCT,Constant,Raw,,,
100.0,141388.4603,CRW,MFCT,Constant,Raw,,,
100.0,108274.2222,CRW,MFCT,Constant,Raw,,,
100.0,131404.6984,CRW,MFCT,Constant,Raw,,,
100.0,143488.0635,CRW,MFCT,Constant,Raw,,,
100.0,143552.0317,CRW,MFCT,Constant,Raw,,,
100.0,121053.1111,CRW,MFCT,Constant,Raw,,,
100.0,118310.5079,CRW,MFCT,Constant,Raw,,,
100.0,138815.8571,CRW,MFCT,Constant,Raw,,,
100.0,126251.9365,CRW,MFCT,Constant,Raw,,,
100.0,165736.3333,CRW,MFCT,Constant,Raw,,,
100.0,128124.8413,CRW,MFCT,Constant,Raw,,,
100.0,136408.9683,CRW,MFCT,Constant,Raw,,,
100.0,143055.9683,CRW,MFCT,Constant,Raw,,,
100.0,133277.9048,CRW,MFCT,Constant,Raw,,,
100.0,107717.6349,CRW,MFCT,Constant,Raw,,,
100.0,124074.7619,CRW,MFCT,Constant,Raw,,,
100.0,111843.0317,CRW,MFCT,Constant,Raw,,,
100.0,122736.6032,CRW,MFCT,Constant,Raw,,,
100.0,130208.0952,CRW,MFCT,Constant,Raw,,,
100.0,138076.3968,CRW,MFCT,Constant,Raw,,,
100.0,105421.5238,CRW,MFCT,Constant,Raw,,,
100.0,112252.2857,CRW,MFCT,Constant,Raw,,,
100.0,127992.3968,CRW,MFCT,Constant,Raw,,,
100.0,151789.6984,CRW,MFCT,Constant,Raw,,,
100.0,112070.4921,CRW,MFCT,Constant,Raw,,,
100.0,150406.6349,CRW,MFCT,Constant,Raw,,,
100.0,148617.6984,CRW,MFCT,Constant,Raw,,,
100.0,137679.3333,CRW,MFCT,Constant,Raw,,,
100.0,120793.0952,CRW,MFCT,Constant,Raw,,,
100.0,151954.9048,CRW,MFCT,Constant,Raw,,,
100.0,120119.4127,CRW,MFCT,Constant,Raw,,,
100.0,115057.4444,CRW,MFCT,Constant,Raw,,,
100.0,105897.1905,CRW,MFCT,Constant,Raw,,,
100.0,141884.7143,CRW,MFCT,Constant,Raw,,,
100.0,153784.7619,CRW,MFCT,Constant,Raw,,,
100.0,113202.6667,CRW,MFCT,Constant,Raw,,,
100.0,147485.6508,CRW,MFCT,Constant,Raw,,,
100.0,116142.5079,CRW,MFCT,Constant,Raw,,,
100.0,125497.2063,CRW,MFCT,Constant,Raw,,,
100.0,115143.1429,CRW,MFCT,Constant,Raw,,,
100.0,123790.9048,CRW,MFCT,Constant,Raw,,,
100.0,127324.2857,CRW,MFCT,Constant,Raw,,,
100.0,143480.9683,CRW,MFCT,Constant,Raw,,,
100.0,147691.7619,CRW,MFCT,Constant,Raw,,,
100.0,116351.0159,CRW,MFCT,Constant,Raw,,,
100.0,106039.127,CRW,MFCT,Constant,Raw,,,
100.0,114183.2698,CRW,MFCT,Constant,Raw,,,
100.0,124101.7937,CRW,MFCT,Constant,Raw,,,
100.0,127731.6825,CRW,MFCT,Constant,Raw,,,
100.0,130406.127,CRW,MFCT,Constant,Raw,,,
100.0,128192.7937,CRW,MFCT,Constant,Raw,,,
100.0,128304.8254,CRW,MFCT,Constant,Raw,,,
100.0,108675.7778,CRW,MFCT,Constant,Raw,,,
100.0,141264.254,CRW,MFCT,Constant,Raw,,,
100.0,126192.4286,CRW,MFCT,Constant,Raw,,,
100.0,166180.1111,CRW,MFCT,Constant,Raw,,,
100.0,122450.5556,CRW,MFCT,Constant,Raw,,,
100.0,150014.3968,CRW,MFCT,Constant,Raw,,,
100.0,131355.2381,CRW,MFCT,Constant,Raw,,,
100.0,144837.3333,CRW,MFCT,Constant,Raw,,,
100.0,123134.7619,CRW,MFCT,Constant,Raw,,,
100.0,163322.1905,CRW,MFCT,Constant,Raw,,,
100.0,115354.6825,CRW,MFCT,Constant,Raw,,,
100.0,145243.1429,CRW,MFCT,Constant,Raw,,,
100.0,129503.9206,CRW,MFCT,Constant,Raw,,,
100.0,102541.0159,CRW,MFCT,Constant,Raw,,,
100.0,182109.4921,CRW,MFCT,Constant,Raw,,,
100.0,145434.127,CRW,MFCT,Constant,Raw,,,
100.0,143573.3333,CRW,MFCT,Constant,Raw,,,
100.0,141465.9048,CRW,MFCT,Constant,Raw,,,
100.0,131535.6508,CRW,MFCT,Constant,Raw,,,
100.0,108267.6825,CRW,MFCT,Constant,Raw,,,
100.0,116676.1111,CRW,MFCT,Constant,Raw,,,
100.0,128459.0952,CRW,MFCT,Constant,Raw,,,
100.0,100530.9048,CRW,MFCT,Constant,Raw,,,
100.0,138967.7619,CRW,MFCT,Constant,Raw,,,
100.0,135086.0476,CRW,MFCT,Constant,Raw,,,
100.0,155983.1746,CRW,MFCT,Constant,Raw,,,
100.0,120202.7778,CRW,MFCT,Constant,Raw,,,
100.0,133437.6349,CRW,MFCT,Constant,Raw,,,
100.0,115054.4286,CRW,MFCT,Constant,Raw,,,
100.0,137322.0159,CRW,MFCT,Constant,Raw,,,
100.0,123893.6984,CRW,MFCT,Constant,Raw,,,
100.0,113230.0,CRW,MFCT,Constant,Raw,,,
100.0,141567.381,CRW,MFCT,Constant,Raw,,,
100.0,143881.0635,CRW,MFCT,Constant,Raw,,,
100.0,126882.2381,CRW,MFCT,Constant,Raw,,,
100.0,105302.5238,CRW,MFCT,Constant,Raw,,,
100.0,147923.6825,CRW,MFCT,Constant,Raw,,,
100.0,131539.1746,CRW,MFCT,Constant,Raw,,,
100.0,132143.4921,CRW,MFCT,Constant,Raw,,,
100.0,128215.9206,CRW,MFCT,Constant,Raw,,,
100.0,103897.3175,CRW,MFCT,Constant,Raw,,,
100.0,106392.4762,CRW,MFCT,Constant,Raw,,,
100.0,114916.3492,CRW,MFCT,Constant,Raw,,,
1000.0,592737.5276,CRW,MFCT,Constant,Raw,,,
1000.0,600528.9497,CRW,MFCT,Constant,Raw,,,
1000.0,602484.0804,CRW,MFCT,Constant,Raw,,,
1000.0,636000.2563,CRW,MFCT,Constant,Raw,,,
1000.0,633547.8442,CRW,MFCT,Constant,Raw,,,
1000.0,659256.3769,CRW,MFCT,Constant,Raw,,,
1000.0,599414.8442,CRW,MFCT,Constant,Raw,,,
1000.0,594876.0503,CRW,MFCT,Constant,Raw,,,
1000.0,581297.8543,CRW,MFCT,Constant,Raw,,,
1000.0,604044.3719,CRW,MFCT,Constant,Raw,,,
1000.0,600215.8894,CRW,MFCT,Constant,Raw,,,
1000.0,596940.191,CRW,MFCT,Constant,Raw,,,
